lineId,from,to,distance
2841,514049,514050,311.948176269075
2841,514050,514051,180.14444370918392
2841,514051,514052,259.4577485344889
2841,514052,514053,193.13338303592232
2841,514053,514054,180.7750778900186
2841,514054,514055,298.9721607470872
2841,514055,514056,291.3357852648528
2841,514056,500165,464.6867686649618
2841,500165,502650,2618.1102648963597
2841,502650,514379,591.2667713162353
2841,514379,514415,181.34004562181343
2841,514415,514076,308.5481097359234
2841,514076,514081,196.9256016249464
2841,514081,514083,315.9072316966318
2841,514083,514084,330.596010325567
2841,514084,514186,224.52484945996474
2841,514186,514468,285.85470557838227
2841,514468,514470,177.32506153628225
2841,514470,514273,169.00661693118687
2841,514273,514279,218.15063061727895
2841,514279,514232,222.95327993405192
2841,514232,514233,243.93660788403292
2841,514233,514481,138.97523430660627
2841,514481,514482,233.02836118475085
2841,514482,514235,241.98290454876545
2841,514235,514271,244.69416330363703
2841,514271,514236,127.46790660481031
2841,514236,514041,258.95598752846405
2841,514041,514042,251.07563745988708
2841,514042,514466,404.67473196538504
2841,514466,514044,320.27259773053555
2841,514044,514045,326.9254071211352
2841,514045,514046,231.56598372464063
2841,514046,514047,196.82844094001157
2841,514047,514048,316.58531996139084
2841,514048,514538,112.99336615268781
2841,514538,514049,179.117373385823
2841,514049,514050,311.948176269075
2841,514050,514051,180.14444370918392
2841,514051,514052,259.4577485344889
2841,514052,514053,193.13338303592232
2841,514053,514054,180.7750778900186
2841,514054,514055,298.9721607470872
2841,514055,514056,291.3357852648528
2841,514056,500165,464.6867686649618
2842,500157,514219,500.78540438189754
2842,514219,514067,184.00799642719227
2842,514067,514068,257.8738469740319
2842,514068,514069,396.0143878940081
2842,514069,514070,411.5916245288197
2842,514070,514427,300.27679215483687
2842,514427,514071,155.41950284239826
2842,514071,514072,226.6061241764465
2842,514072,514073,245.64526473240056
2842,514073,514421,232.3397466904838
2842,514421,514192,270.8121052786468
2842,514192,514193,292.85614813668707
2842,514193,514376,370.19832349536523
2842,514376,514278,336.73315519110645
2842,514278,514432,198.4912127708785
2842,514432,502651,543.7438565186952
2842,502651,502701,553.2125434890645
2842,502701,503012,661.5368826920833
2842,503012,603012,0.0
2842,603012,603007,23.69980483783143
2842,603007,503007,0.0
2842,503007,502700,653.9277432425607
2842,502700,502650,554.6253103360315
2842,502650,514379,591.2667713162353
2842,514379,514415,181.34004562181343
2842,514415,514081,375.81894610062113
2842,514081,514083,315.9072316966318
2842,514083,514084,330.596010325567
2842,514084,514085,194.99543440803103
2842,514085,514086,324.8953490015977
2842,514086,514087,408.29089658798193
2842,514087,514088,345.9402127437987
2842,514088,514090,411.4680789285008
2842,514090,514091,331.29773182401897
2842,514091,514092,296.7681379805572
2842,514092,514220,154.53164905142424
2842,514220,500157,495.2361377556962
2842,500157,514071,2168.579970600665
2842,514071,514072,226.6061241764465
2842,514072,514073,245.64526473240056
2842,514073,514421,232.3397466904838
2842,514421,514192,270.8121052786468
2842,514192,514193,292.85614813668707
2842,514193,514376,370.19832349536523
2842,514376,514278,336.73315519110645
2842,514278,514432,198.4912127708785
2842,514432,502651,543.7438565186952
2842,502651,502701,553.2125434890645
2842,502701,503012,661.5368826920833
2842,503012,514379,1811.3978875053988
2842,514379,514415,181.34004562181343
2842,514415,514081,375.81894610062113
2842,514081,514083,315.9072316966318
2842,514083,514084,330.596010325567
2842,514084,514085,194.99543440803103
2842,514085,514086,324.8953490015977
2842,514086,514087,408.29089658798193
2842,514087,514088,345.9402127437987
2842,514088,514090,411.4680789285008
2842,514090,514091,331.29773182401897
2842,514091,514092,296.7681379805572
2842,514092,514220,154.53164905142424
2842,514220,500157,495.2361377556962
2842,500157,514085,2672.0984991152386
2842,514085,514086,324.8953490015977
2842,514086,514087,408.29089658798193
2842,514087,514088,345.9402127437987
2842,514088,514090,411.4680789285008
2842,514090,514091,331.29773182401897
2842,514091,514092,296.7681379805572
2842,514092,514220,154.53164905142424
2842,514220,500157,495.2361377556962
2842,500157,503007,2555.6551787592107
2842,503007,502700,653.9277432425607
2842,502700,502650,554.6253103360315
2842,502650,514379,591.2667713162353
2842,514379,514415,181.34004562181343
2842,514415,514377,465.98278380323995
2842,514377,514443,202.92974164680814
2842,514443,514384,243.4086059490951
2842,514384,514373,204.00256365120092
2842,514373,514431,279.16074302046525
2842,514431,514371,201.3110095782854
2842,514371,514381,199.8981887985827
2842,514381,514368,332.62619151040406
2842,514368,514369,180.23936846120097
2842,514369,500157,307.8903855241142
2842,500157,514219,500.78540438189754
2842,514219,514067,184.00799642719227
2842,514067,514068,257.8738469740319
2842,514068,514069,396.0143878940081
2842,514069,514070,411.5916245288197
2842,514070,514427,300.27679215483687
2842,514427,514071,155.41950284239826
2842,514071,514072,226.6061241764465
2842,514072,514073,245.64526473240056
2842,514073,514421,232.3397466904838
2842,514421,514192,270.8121052786468
2842,514192,514193,292.85614813668707
2842,514193,514376,370.19832349536523
2842,514376,514278,336.73315519110645
2842,514278,514432,198.4912127708785
2842,514432,502651,543.7438565186952
2842,502651,502701,553.2125434890645
2842,502701,503012,661.5368826920833
2842,503012,514071,2501.6286945591173
2842,514071,514072,226.6061241764465
2842,514072,514073,245.64526473240056
2842,514073,514421,232.3397466904838
2842,514421,514192,270.8121052786468
2842,514192,514193,292.85614813668707
2842,514193,514376,370.19832349536523
2842,514376,514278,336.73315519110645
2842,514278,514432,198.4912127708785
2842,514432,502651,543.7438565186952
2842,502651,502701,553.2125434890645
2842,502701,503012,661.5368826920833
2842,503012,514379,1811.3978875053988
2842,514379,514415,181.34004562181343
2842,514415,514377,465.98278380323995
2842,514377,514443,202.92974164680814
2842,514443,514384,243.4086059490951
2842,514384,514373,204.00256365120092
2842,514373,514431,279.16074302046525
2842,514431,514371,201.3110095782854
2842,514371,514381,199.8981887985827
2842,514381,514368,332.62619151040406
2842,514368,514369,180.23936846120097
2842,514369,500157,307.8903855241142
282,500102,513254,229.92506800028565
282,513254,512014,272.2681830661445
282,512014,512181,287.4721602718294
282,512181,512035,196.33266566650377
282,512035,513247,492.2702201009706
282,513247,513248,341.50600848703004
282,513248,513192,441.8945167574225
282,513192,513193,306.59630808238467
282,513193,513194,231.33920546470142
282,513194,513093,430.0847148996471
282,513093,513147,155.54559532213028
282,513147,513148,299.009704875624
282,513148,513292,313.19653697794536
282,513292,513233,323.049616094371
282,513233,514312,570.5399165168109
282,514312,514262,271.88332983474794
282,514262,514387,295.837215176368
282,514387,514285,257.8631167659547
282,514285,514350,400.76744178834326
282,514350,518157,299.0089422218227
282,518157,518158,211.9837951727964
282,518158,518159,244.3942324763818
282,518159,518160,193.92985008230568
282,518160,518161,422.8888904476368
282,518161,518143,267.80046588442866
282,518143,518162,302.7354203039809
282,518162,503001,467.4875597357818
282,503001,603001,0.0
282,603001,603004,76.00549933751337
282,603004,503004,0.0
282,503004,518132,487.7494318087428
282,518132,518133,303.8153056518206
282,518133,518134,339.2433668527435
282,518134,518135,375.5769374966897
282,518135,518136,387.53115134294
282,518136,518155,231.56224076684194
282,518155,518077,303.217581704285
282,518077,518156,141.1096852060171
282,518156,514348,394.59266519592006
282,514348,514349,306.81254669430155
282,514349,514019,190.1186078025976
282,514019,514386,345.9803086094524
282,514386,514313,258.90232966127246
282,514313,513222,581.5318572080886
282,513222,513291,159.04827598143586
282,513291,513127,379.9664392024803
282,513127,513100,529.5599078623007
282,513100,513101,143.50350357732128
282,513101,513102,319.51179862518416
282,513102,513037,275.0015779516265
282,513037,513038,248.85598692692696
282,513038,513289,404.38041123296193
282,513289,513191,296.92352629397726
282,513191,512135,502.89611034793455
282,512135,512081,335.9218523330388
282,512081,512034,429.07415964566667
282,512034,500101,275.7272306220093
282,500101,600101,0.0
282,600101,600102,72.97624956426033
282,600102,500102,0.0
282,500102,512035,651.9517837308483
282,512035,513247,492.2702201009706
282,513247,513248,341.50600848703004
282,513248,513192,441.8945167574225
282,513192,513193,306.59630808238467
282,513193,513194,231.33920546470142
282,513194,513093,430.0847148996471
282,513093,513147,155.54559532213028
282,513147,513148,299.009704875624
282,513148,513292,313.19653697794536
282,513292,513233,323.049616094371
282,513233,514312,570.5399165168109
282,514312,514262,271.88332983474794
282,514262,514387,295.837215176368
282,514387,514285,257.8631167659547
282,514285,514350,400.76744178834326
282,514350,518157,299.0089422218227
282,518157,518158,211.9837951727964
282,518158,518159,244.3942324763818
282,518159,518160,193.92985008230568
282,518160,518161,422.8888904476368
282,518161,518143,267.80046588442866
282,518143,518162,302.7354203039809
282,518162,503001,467.4875597357818
282,503001,514348,2040.9836598906581
282,514348,514349,306.81254669430155
282,514349,514019,190.1186078025976
282,514019,514386,345.9803086094524
282,514386,514313,258.90232966127246
282,514313,513222,581.5318572080886
282,513222,513291,159.04827598143586
282,513291,513127,379.9664392024803
282,513127,513100,529.5599078623007
282,513100,513101,143.50350357732128
282,513101,513102,319.51179862518416
282,513102,513037,275.0015779516265
282,513037,513038,248.85598692692696
282,513038,513289,404.38041123296193
282,513289,513191,296.92352629397726
282,513191,512135,502.89611034793455
282,512135,512081,335.9218523330388
282,512081,512034,429.07415964566667
282,512034,500101,275.7272306220093
282,500101,503004,6955.1585203924715
282,503004,518132,487.7494318087428
282,518132,518133,303.8153056518206
282,518133,518134,339.2433668527435
282,518134,518135,375.5769374966897
282,518135,518136,387.53115134294
282,518136,518155,231.56224076684194
282,518155,518077,303.217581704285
282,518077,518156,141.1096852060171
282,518156,514348,394.59266519592006
282,514348,514349,306.81254669430155
282,514349,514019,190.1186078025976
282,514019,514386,345.9803086094524
282,514386,514119,313.9496530874205
282,514119,514343,347.2082184691222
282,514343,513225,439.758885377659
282,513225,513121,195.10816693613668
282,513121,513123,267.7188794058541
282,513123,513291,437.5222440427498
282,513291,513127,379.9664392024803
282,513127,513100,529.5599078623007
282,513100,513101,143.50350357732128
282,513101,513102,319.51179862518416
282,513102,513037,275.0015779516265
282,513037,513038,248.85598692692696
282,513038,513289,404.38041123296193
282,513289,513191,296.92352629397726
282,513191,512135,502.89611034793455
282,512135,512081,335.9218523330388
282,512081,512034,429.07415964566667
282,512034,500101,275.7272306220093
282,500101,500102,72.97624956426033
282,500102,513254,229.92506800028565
282,513254,512014,272.2681830661445
282,512014,512181,287.4721602718294
282,512181,512035,196.33266566650377
282,512035,513247,492.2702201009706
282,513247,513248,341.50600848703004
282,513248,513192,441.8945167574225
282,513192,513193,306.59630808238467
282,513193,513194,231.33920546470142
282,513194,513093,430.0847148996471
282,513093,513147,155.54559532213028
282,513147,513148,299.009704875624
282,513148,513292,313.19653697794536
282,513292,513124,293.6321160049988
282,513124,513122,371.54306631566755
282,513122,513303,189.9137127803165
282,513303,513149,220.90974676379386
282,513149,514114,239.14265284235645
282,514114,514120,596.3244873613111
282,514120,514262,286.8476098733346
282,514262,514387,295.837215176368
282,514387,514285,257.8631167659547
282,514285,514350,400.76744178834326
282,514350,518157,299.0089422218227
282,518157,518158,211.9837951727964
282,518158,518159,244.3942324763818
282,518159,518160,193.92985008230568
282,518160,518161,422.8888904476368
282,518161,518143,267.80046588442866
282,518143,518162,302.7354203039809
282,518162,503001,467.4875597357818
282,503001,514348,2040.9836598906581
282,514348,514349,306.81254669430155
282,514349,514019,190.1186078025976
282,514019,514386,345.9803086094524
282,514386,514119,313.9496530874205
282,514119,514343,347.2082184691222
282,514343,513225,439.758885377659
282,513225,513121,195.10816693613668
282,513121,513123,267.7188794058541
282,513123,513291,437.5222440427498
282,513291,513127,379.9664392024803
282,513127,513100,529.5599078623007
282,513100,513101,143.50350357732128
282,513101,513102,319.51179862518416
282,513102,513037,275.0015779516265
282,513037,513038,248.85598692692696
282,513038,513289,404.38041123296193
282,513289,513191,296.92352629397726
282,513191,512135,502.89611034793455
282,512135,512081,335.9218523330388
282,512081,512034,429.07415964566667
282,512034,500101,275.7272306220093
283,504015,513006,582.8176482346713
283,513006,513007,251.55419964801698
283,513007,513008,390.22129729502814
283,513008,513009,277.78899653156293
283,513009,513158,197.0316170505705
283,513158,513159,325.70979519709937
283,513159,513160,396.00978366991154
283,513160,513161,235.29298860539217
283,513161,513162,327.7644049272747
283,513162,514097,421.5340538183532
283,514097,514218,198.9926816327786
283,514218,514152,297.9168929576464
283,514152,514153,427.56675580565036
283,514153,514154,336.1939121829979
283,514154,514155,295.9204036628464
283,514155,514156,483.73911010228557
283,514156,514365,171.88139611080464
283,514365,514382,233.2324370446909
283,514382,514367,298.0070542405532
283,514367,514400,344.03337261406193
283,514400,514370,503.69209044328164
283,514370,514417,203.32633800181435
283,514417,514372,201.32693362927262
283,514372,514541,211.0296473835782
283,514541,514374,116.47218037821976
283,514374,514376,422.1768034101457
283,514376,514278,336.73315519110645
283,514278,502651,509.6185460669794
283,502651,502701,553.2125434890645
283,502701,503012,661.5368826920833
283,503012,603012,0.0
283,603012,603007,23.69980483783143
283,603007,503007,0.0
283,503007,502700,653.9277432425607
283,502700,502650,554.6253103360315
283,502650,514379,591.2667713162353
283,514379,514415,181.34004562181343
283,514415,514076,308.5481097359234
283,514076,514377,160.25846598429354
283,514377,514443,202.92974164680814
283,514443,514384,243.4086059490951
283,514384,514373,204.00256365120092
283,514373,514431,279.16074302046525
283,514431,514371,201.3110095782854
283,514371,514381,199.8981887985827
283,514381,514368,332.62619151040406
283,514368,514369,180.23936846120097
283,514369,514401,489.9009718347291
283,514401,514157,341.71261625903537
283,514157,514080,377.9416556681017
283,514080,514082,289.76013488420193
283,514082,514095,254.88961669761858
283,514095,514096,220.57165158851979
283,514096,514098,270.1702622298694
283,514098,514099,284.28281655984193
283,514099,514113,284.76946193605824
283,514113,513141,436.4424869179739
283,513141,513142,265.71119853217954
283,513142,513143,360.3489693599256
283,513143,513144,235.06161424398712
283,513144,513150,218.03878004809053
283,513150,513151,358.88983791020047
283,513151,513152,290.20171672577766
283,513152,513153,379.5512670636705
283,513153,513163,245.32662623024035
283,513163,513165,209.56434242357616
283,513165,504008,427.4846264112816
283,504008,604008,0.0
283,604008,604015,139.61383546815418
283,604015,504015,0.0
1571,502601,502651,565.9789907540328
1571,502651,502701,553.2125434890645
1571,502701,503006,709.9990548953764
1571,503006,502751,504.606400156633
1571,502751,502801,784.3613095692713
1571,502801,502851,493.0803960462912
1571,502851,502901,532.7538191509487
1571,502901,502951,623.5361497043482
1571,502951,501402,610.8972431926727
1571,501402,501000,544.0357851819776
1571,501000,501600,558.3744842251915
1571,501600,501650,716.7888645635702
1571,501650,501700,420.42143241230957
1571,501700,501752,1072.8209322651257
1571,501752,501800,487.73506705402843
1571,501800,501850,404.7510549598212
1571,501850,501801,383.66236730215644
1571,501801,501751,541.7383108272874
1571,501751,501703,1069.5981369472001
1571,501703,501653,421.7432480331683
1571,501653,501603,714.1417886397469
1571,501603,501003,557.7490864486073
1571,501003,501403,535.3749686467927
1571,501403,502950,603.0132382146481
1571,502950,502900,632.2817386559238
1571,502900,502850,508.9104085484951
1571,502850,502800,499.8945391066697
1571,502800,502750,784.4319790908936
1571,502750,503002,546.4856017512268
1571,503002,502700,685.7269277395961
1571,502700,502650,554.6253103360315
1571,502650,502600,566.0074272312611
1571,502600,602600,0.0
1571,602600,602601,20.224108221186423
1571,602601,502601,0.0
1571,502601,503006,1788.088539244458
1571,503006,502751,504.606400156633
1571,502751,502801,784.3613095692713
1571,502801,502851,493.0803960462912
1571,502851,502901,532.7538191509487
1571,502901,502951,623.5361497043482
1571,502951,501402,610.8972431926727
1571,501402,501000,544.0357851819776
1571,501000,501600,558.3744842251915
1571,501600,501650,716.7888645635702
1571,501650,501700,420.42143241230957
1571,501700,501752,1072.8209322651257
1571,501752,501800,487.73506705402843
1571,501800,501850,404.7510549598212
551,511429,511430,59.3572863913277
551,511430,511431,50.58951942805046
551,511431,511429,35.366717988861225
3112,502315,511016,572.548270195933
3112,511016,511251,389.69075782387773
3112,511251,511253,146.71872646505813
3112,511253,511258,145.85126559881195
3112,511258,511266,248.08190899201387
3112,511266,511297,169.3728598365024
